labelcode,cutword
3,未滿 歲 兒少 可否 從事 酒家 特種 咖啡 茶室 限制級 電子 遊戲場 賭場 成人 情趣用品 店 涉及 暴力 色情 危害 兒少 身心 場所 從業人員
3,想要 捐贈 金錢 物資 育幼院 請問 捐給 單位
3,兒童 少年 含 發展 遲緩 身心 障礙者 無 父母 父母 失聯 需 緊急 送 醫者
3,未成年 兒童 少年 身心 障礙 少年 遭 遺棄 虐待 未受 適當 養育 照顧 長期 未 進食 父母 生病 入獄 需 緊急 安置
3,未滿 歲 兒少 可否 觀看 使用暴力 色情 猥褻 電腦 遊戲 軟體
3,店家 網站 任何人 販售 供應 提供 下載 暴力 色情 猥褻 限制級 電腦 遊戲 軟體 予 未滿 歲 兒童 少年 檢舉 通報
3,申請 弱勢 家庭 兒童 少年 生活 扶助 及應 準備 文件 單位 申請
3,家中 兒童 少年 有行 問題 處理
3,未滿 歲 兒童 少年 遭受 性 剝削 之虞者 坐檯 陪酒 伴唱 伴遊 色情 侍應 檢舉 通報
3,兒童 少年 含 發展 遲緩 身心 障礙者 遭 遺棄 虐待 未受 適當 養育 照顧 長期 未 進食 生活 流浪 父母 主要 照顧 生病 入獄 需 緊急 安置
3,想要 收養 小孩 哪裡 申請
3,申請 危機 家庭 兒童 少年 委託 安置 暨 收容 費用 補助
3,迷童 棄嬰 查無 身分 兒少 需 緊急 安置
4,社會局 受理 捐贈 物資 流程 為何
4,社會局 受理 捐款 流程 為何
4,廠商 詢問 財物 勞務 工程 付款 進度
4,市民 代賑 工薪 津 撥付 事宜
4,支出 憑證 遺失 辦理 經費 核銷 事宜
4,可否 提供 社會局 預決算 數
4,社會局 編 製 社會 事業 統計 年報 應 取得
4,社會局 編報 統計 報表 是否 刊登 網站 上供 參
4,老人 健保 補助 補助 對象 補助 額度 申請 恢復 補助 相關 規定 為何
4,長者 預防 走失 手鍊 身心 障礙者 防 走失 手鍊 有何
4,查詢 臺北市 老人 福利 機構 名單 床位 狀況
4,臺北市 政府 年度 外部 顧客 滿意度 調查
4,進行 預防 腸病毒 環境 消毒
5,申請 育兒 津貼 需要 檢附 資料
5,育兒 津貼 申請人 稅率 需未達 年經 稅捐稽徵 機關 核定 稅率
5,想 申請 育兒 津貼 我家 小孩 父母 雙方 申報 扶養 祖父母 叔伯 舅姨 申報 扶養 那該 計算
5,去年 結婚 想要 申請 就業者 托育 補助 育兒 津貼 今年 報稅 選擇 夫妻 分開 申報 稅率 是否 符合規定
5,想要 申請 就業者 托育 補助 育兒 津貼 身障 手冊 無 謀生 能力 沒什麼 工作 所得 申報 撫養 那要 稅率
5,家裡 歲 以下 小孩 戶籍 臺北市 不在 同一 地址 我要 分別 兩個 區公所 社會 課 提出 育兒 津貼 申請
5,先生 已經 台北市 設籍 年 年 明年初 小孩 出生 必需 小孩 設籍 年 申請 育兒 津貼
5,家住 台北市 設籍 台北市 年 太太 外籍人士 台灣還 戶籍 申請 育兒 津貼
5,育兒 津貼 情形 下 父母 一方 提出申請 需要 檢附 文件
5,育兒 津貼 為何 限制 父母 一方 未 設籍 北市 不符 資格
5,衛福部 社家署 父母 未 就業 家庭 育兒 津貼 未 就業 認定
5,衛福部 社家署 父母 未 就業 家庭 育兒 津貼 資格 為何 開辦
5,衛福部 社家署 父母 未 就業 家庭 育兒 津貼 補助 金額
5,臺北市 育兒 津貼 衛福部 社家署 父母 未 就業 家庭 育兒 津貼
5,衛福部 社家署 父母 未 就業 家庭 育兒 津貼 臺北市 育兒 津貼 有何
5,申請 育兒 津貼 戶籍 異動 申報 影響 補助 資格
5,新生兒 一起 辦 出生 登記 育兒 津貼
5,新生兒 申請 臺北市 育兒 津貼 出生 當月 領 補助
5,育兒 津貼 規定 申請人 一年 稅捐稽徵 機關 核定 稅率 需未達 自行 取得 資料
5,已 申請 育兒 津貼 辦理 進度
5,算是 性騷擾
5,性騷擾 性別歧視 犯罪 行為
5,性騷擾 防治法 規定 機關 部隊 學校 機構 雇主 需要 做
5,性騷擾 案件 受害人 身分 受到 保密
5,負責人 僱用 人 盡到 性騷擾 防治 責任 後果
5,性騷擾 加害人 所屬單位 接到 申訴 時該 進行 調查 處理
5,性騷擾 事件 蒐集 證據
5,性騷擾 事件 受害人 找 申訴
5,性騷擾 申訴 時間 限制
5,性騷擾 事件 申訴 後 受理 機關 動作
5,性騷擾 事件 調解 程序 應 進行
5,性騷擾 受害人 不服 調查結果 進行 申訴
5,性騷擾 處罰
5,民眾 非 上班時間 詢問 性騷擾 申訴 申訴 處理 問題
5,民眾 遭受 性騷擾 案件 加害人 不明 不知 有無 所屬 時 應 處理 最 快速 申訴 管道
5,遭遇 性騷擾 時 應 適用 性別 平等 教育法 性別 工作 平等 法 性騷擾 防治法
5,想要 申請 臺北市 育兒 津貼 兒童 父母 雙方 設籍 臺北市 年應 計算
5,公辦 民營 托嬰 中心 資格
5,福利 措施 紓解 單親家庭 撫育 子女 經濟 壓力 及托育 問題
5,臺北市 各區 家庭 服務中心 地址 電話 為何
5,文山 托嬰 中心 收托 資訊
5,信義 中正 南港 托嬰 中心 地點 電話 為何
5,士林 托嬰 中心 收托 資訊
5,內湖 托嬰 中心 收托 資訊
5,大湖 托嬰 中心 地址 承辦 單位 連絡 電話 登記 報名 事宜
5,松山 親子 館 地址 電話 開放 時間 服務 內容 預約 方式
5,信義 親子 館 地點 電話 為何
5,信義 親子 館 開放 時間 服務 內容 服務 對象 預約 方式
5,申請 兒童 臨時 托育 補助 資格
5,北投 親子 館 地址 電話 開放 時間 服務 內容 服務 對象 預約 方式
5,文山 親子 館 暨 托 嬰 中心 地點 電話 為何
5,文山 親子 館 開放 時間 服務 內容 服務 對象 預約 方式
5,內湖 親子 館 地址 電話 開放 時間 服務 內容 服務 對象 預約 方式
5,南港 親子 館 地址 電話 開放 時間 服務 內容 服務 對象 預約 方式
5,中山 親子 館 地址 電話 開放 時間 服務 內容 服務 對象 預約 方式
5,辦理 特殊 境遇 家庭 扶助 應 單位 提出申請
5,已經 低收入 戶 申請 特殊 境遇 家庭 扶助
5,特殊 境遇 家庭 法律 訴訟 補助 對象 為何 補助 金額
5,特殊 境遇 傷病 醫療 補助 補助 對象 補助 金額 為何
5,離婚 單親 前 配偶 共同 監護 名 歲 小孩 可否 申請 特殊 境遇 家庭 扶助
5,申請 進住 臺北市 政府 婦女 中途 家 原稱 慧心 家園 應備 文件 為何
5,臺北市 政府 婦女 中途 家 原稱 慧心 家園 房屋 使用費 居住 人
5,臺北市 政府 婦女 中途 家 原稱 慧心 家園 申請 流程
5,臺北市 政府 婦女 中途 家 原稱 慧心 家園 住戶 假日 發生 緊急 安全事故 肢體 暴力 自殺 須 緊急 送醫
5,是否 單親 婦女 申請 進住 臺北市 政府 婦女 中途 家 原稱 慧心 家園
5,臺北市 政府 婦女 中途 家 原稱 慧心 家園 居住 多久
5,臺北市 政府 婦女 中途 家 原稱 慧心 家園 住戶 遇到 緊急狀況
5,大同 親子 館 地址 電話 開放 時間 服務 內容 服務 對象 預約 方式
5,心玩 親子 館 地址 電話 開放 時間 服務 內容 服務 對象 預約 方式
5,士林 親子 館 開放 時間 服務 內容 服務 對象 預約 方式
5,士林 親子 館 暨 托 嬰 中心 地點 電話 為何
5,萬華 親子 館 開放 時間 服務 內容 服務 對象 預約 方式
5,中正 親子 館 地點 電話 為何
5,中正 親子 館 開放 時間 服務 內容 服務 對象 預約 方式
5,托育 保母 人員 訓練 費用
5,參加 托育 保母 人員 專業訓練 課程 資格 為何
5,申請 設立 私立 托嬰 中心
5,本市 立案 托嬰 中心 人員 取得 幼保 相關 學歷 保母 相關 證明 辦理 變更 為托育 人員
5,托嬰 中心 評鑑 績優 名單 為何
5,親屬 保母 可否 成為 友善 托育 補助 合作 托育 人員
5,友善 托育 補助 申請人 指定 托育 人員 保母 一對一 收托 小孩 特殊 狀況 需要 保母 專心 照顧 是否 通融 家長 願 配合 指定 一對一 收托 保母 因素 無法 收托 第二位 兒童 關係
5,之前 設籍 臺北市 遷出 需要 重新 遷入 臺北市 年 父母 雙方 兒童 分戶 分居 處 是否 符合 育兒 津貼 資格
5,有托育 相關 問題 要問
5,家長 尋找 已 取得 登記 證書 執業 保母
5,非 上班時間 接獲 通報 疑似 保母 不當 照顧 案件 處理方式
5,臺北市 行政區 居家 托育 服務中心 名稱 連絡 電話 為何
5,大安 親子 館 地址 電話 開放 時間 服務 內容 服務 對象 預約 方式
5,單親家庭 臺北市 運用 福利 服務
5,臺北市 單位 提供 單親家庭 輔導 服務
5,本市 單親家庭 運用 資源 處理 就業 需求
5,經濟 困難 單親家庭 申請 經濟 補助
5,設籍 前 新 住民 社會 救助 補助 項目
5,臺北市 新 移民 福利 服務
5,新 移民 經濟 補助
5,設籍 前 新 住民 社會 救助 補助 對象 為何
5,設籍 前 新 住民 社會 救助 哪裡 申請
5,申請 設籍 前 新 住民 社會 救助 是否 影響 原本 全戶 中 低收入 戶 資格
5,大陸 外籍 配偶 目前 取得 身分證 申請 特殊 境遇 家庭 扶助
5,居家 式 托育 服務
5,保母 人員 何要 辦理 登記 人 需要 登記
5,保母 人員 辦理 登記
5,保母 人員 年 月 以後 未辦理 登記 收托 幼兒 處罰
5,人 辦理 居家 式 托育 服務者 保母 登記 資格 為何
5,親屬 保母 申請 就業者 家庭 部分 托育 費用 補助 保母 補助
5,居家 式 托育 服務 登記 需要 提出申請 受理 哪裡 申請
5,居家 式 托育 服務 登記 書 需要 檢附 資料
5,居家 式 托育 服務 登記 相關 書表 文件 那裡 索取
5,申請 察 刑事 紀錄 證明書 良民證
5,警察 刑事 紀錄 證明書 良民證 載有 前科 紀錄 辦理 登記 事宜
5,居家 式 托育 服務 登記 書有 期限 多久 換證 換證 程序 為何
5,選擇 好 保母
5,考保母 人員 技術 士證 洽辦 單位 為何
5,一位 托育 人員 保母 可收托 幾名 幼兒
5,特殊 境遇 家庭 扶助 單位 申請 申請 方式
5,特殊 境遇 家庭 創業 貸款 補助 為何 單位 提出申請
5,特殊 境遇 家庭 子女教育 補助 申請
5,特殊 境遇 家庭 扶助 申請 表格 哪裡 索取 下載 申請 表格
5,特殊 境遇 家庭 扶助 申請 應備 文件 全戶 財稅 資料 哪裡 申請 成年 子女 可代為 申請 社會局 查調
5,特殊 境遇 家庭 兒童 托育 津貼 申請
5,特殊 境遇 家庭 兒童 托 臺北市 市立 幼兒園 有無 補助
5,之前 已 申請 特殊 境遇 家庭 緊急 生活 扶助 是否 申請 次
5,特殊 境遇 家庭 扶助 緊急 生活 補助 最 補助 元
5,特殊 境遇 家庭 扶助 扶助 項目
5,特殊 境遇 家庭 全家 人口 計算 範圍 為何
5,特殊 境遇 家庭 扶助
5,申請 特殊 境遇 家庭 扶助 時應 檢附 文件
5,申請 特殊 境遇 家庭 扶助 收到 社會局 公文 回覆 審查 需要 多久 時間
5,申請 特殊 境遇 家庭 扶助 應 具備 條件
5,社會局 辦理 之托育 費用 補助 內容
5,申請 就業者 家庭 部分 托育 費用 補助 需 就業 證明文件 為何
5,三位 子女 以上 家庭 社會局 補助
5,三位 子女 以上 家庭 部分 托育 費用 補助 申請 需 文件 為何
5,三位 子女 以上 家庭 部分 托育 費用 補助 撥款
5,就業者 家庭 部分 托育 費用 保母 托育 費用 補助 對象
5,索取 就業者 家庭 部分 托育 費用 補助 申請表 件
5,就業者 家庭 部分 托育 費用 補助 送件 窗口
5,就業者 家庭 部分 托育 費用 補助 撥款 方式 為何
5,申請 弱勢 家庭 兒童 托育 補助 資格
5,申請 弱勢 家庭 兒童 托育 補助 應備 文件
5,弱勢 家庭 兒童 托育 補助 內容
5,申請 就業者 家庭 部分 托育 費用 補助 需 文件 為何
5,友善 托育 補助 申請 資格 條件 為何
5,歲 以下 兒童 符合 申請 資格 加碼 友善 托育 補助
5,年度 開辦 友善 托育 補助 金額 標準
5,成為 友善 托育 補助 合作 托育 人員 保母
5,友善 托育 補助 合作 托育 人員 公告 收費 標準
5,成為 友善 托育 補助 合作 托嬰 中心
5,友善 托育 補助 合作 托嬰 中心 公告 收費 標準
5,想 申請 友善 托育 補助 查詢 加入 合作 托育 人員 保母 或托嬰 中心
5,申請 友善 托育 補助 加入 合作 托育 人員 保母 或托嬰 中心 提出 是否 開辦 之初 作業 緩衝期
5,友善 托育 補助 合作 托育 人員 收費 金額 訂出來
5,友善 托育 補助 之保母 收費 調查表 分 日托 時 時 時及 全日 托 小時 托育 時數 認定
5,友善 托育 補助 合作 托嬰 中心 收費 金額 訂出來
5,友善 托育 補助 申請表 下載 索取
5,友善 托育 補助 合作 意向書 下載 索取
5,弱勢 家庭 兒童 托育 補助 申請 流程
5,就業者 家庭 部分 托育 費用 補助 金額
5,申請 特殊 境遇 家庭 扶助 有無 規定 申請 期限
5,特殊 境遇 家庭 緊急 生活 扶助 收到 補助款
5,特殊 境遇 家庭 之國 小 學齡兒童 就讀 托育 中心 安親 班 有無 補助
5,特殊 境遇 家庭 扶助 扶助 對象 中 何謂 祖父母 扶養 歲 以下 父母 無力 扶養 孫子 女
5,臺北市 政府 社會局 補助 合作 托嬰 中心 提昇托育 服務 品質 中 久 津貼 補助 項目 對象 領取 方式 為何
5,臺北市 政府 社會局 補助 合作 托嬰 中心 提昇托育 服務 品質 中提 昇 人力 及托育 服務 品質 補助 款項 應 指定 用於 福利
5,臺北市 政府 社會局 補助 合作 托嬰 中心 提昇托育 服務 品質 補助 項目 金額
5,臺北市 政府 社會局 補助 合作 托嬰 中心 提昇托育 服務 品質 申請 核銷 期程 應備 文件
5,臺北市 政府 社會局 補助 合作 托嬰 中心 提昇托育 服務 品質 補助 對象
5,目前 失業 已 領有 失業 給付 是否 還可 申請 特殊 境遇 家庭 扶助
5,想 參加 托育 保母 訓練 應 報名
5,托嬰 中心 腸病毒 停課 標準
5,哪裡 腸病毒 相關 問答
5,托嬰 中心 腸病毒 停課 標準
5,哪裡 腸病毒 相關 問答
5,拒絕 收托因 腸病毒 停課 兒童
5,哪裡 取得 托育 保母 人員 專業訓練 上課 訊息
5,衛福部 社家署 父母 未 就業 家庭 育兒 津貼 臺北市 育兒 津貼 可否 併 領
6,中低收入 戶 身心 障礙者 生活 補助 內容
6,中低收入 戶 是否 生活 扶助
6,中低收入 戶 申請 單位 應備 文件 標準 為何
6,申請 低收入 戶 洽辦 單位 應備 文件 資格 為何
6,申請 中低收入 老人 生活 津貼 資格
6,中低收入 老人 生活 津貼 申辦 單位 應備 文件 補助 內容 為何
6,申請 低收入 戶及 中低收入 戶 生育 補助 低收入 戶 懷孕 加成 補助
6,申請 低收入 戶 學雜費 洽辦 單位 減免 應備 文件
6,低收入 戶 子女 貸款 購屋 資格 是否 受 影響
6,低收入 戶 輔導 人口 欠 國稅局 稅款 國稅局 是否 本局 申請 止付 抵扣 補助款
6,申請 低收入 戶 歲 以上 就學 生活 補助 洽辦 單位 應備 文件 補助 資格 補助 內容
6,低收入 戶 成員 年滿 歲 就學 係 身障者 已領 身障 生活 補助 已領 低收入 戶 生活 扶助 費者 是否 提出 低收入 戶 歲 以上 就學 生活 補助 申請
6,低收入 戶 歲 以上 就學 生活 補助 發放
6,低收入 戶及 中低收入 戶 能否 一併 申請
6,申請 中低收入 戶 資格 作業 時間 需要 幾個 工作 天 符不 符合 資格
6,目前 失業 申請 低收入 戶 申請
6,低收入 戶 出國前 區公所 報備
6,申請 低收入 戶 老人 孕婦 嬰兒 營養品 代金 申請 單位 應備 文件 資格 補助 內容
6,低收入 戶 歲 以上 就學 補助 該案 主如 降級 就讀 重讀 修 二科 系 至延畢 是否 申請
6,低收入 戶 子女 就學 生活 補助 已 檢附 學 證明 還需 提醒 民眾後補 學生證 影本
6,申請 低收入 戶 學雜費 減免 資格
6,低收入 戶 各項 補助 入帳 日期 可否 統一 明定 一天
